r_fighter,b_fighter,date,location,winner,titlebout,weightclass,b_age,b_stance,b_heightcms,b_reachcms,b_weightlbs,b_currentlosestreak,b_currentwinstreak,b_draws,b_longestwinstreak,b_wins,b_losses,b_winsbyko,b_winsbysubmission,b_winsbytkodoctorstoppage,b_totalroundsfought,b_totaltitlebouts,b_avgsigstrlanded,b_avgsigstrpct,b_avgsubatt,b_avgtdlanded,b_avgtdpct,r_age,r_stance,r_heightcms,r_reachcms,r_weightlbs,r_currentlosestreak,r_currentwinstreak,r_draws,r_longestwinstreak,r_wins,r_losses,r_winsbyko,r_winsbysubmission,r_winsbytkodoctorstoppage,r_totalroundsfought,r_totaltitlebouts,r_avgsigstrlanded,r_avgsigstrpct,r_avgsubatt,r_avgtdlanded,r_avgtdpct
Ross Pearson,Will Brooks,2016-07-08,"Las Vegas, Nevada, USA",Blue,False,Lightweight,29.0,Orthodox,177.8,182.88,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,31.0,Orthodox,172.72,175.26,155.0,0.0,1.0,0.0,3.0,11.0,8.0,4.0,0.0,1.0,48.0,1.0,41.21,0.42,0.0,0.68,0.37
Tatiana Suarez,Amanda Cooper,2016-07-08,"Las Vegas, Nevada, USA",Red,True,Women's Strawweight,24.0,Switch,160.02,162.56,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,25.0,Southpaw,165.1,167.64,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Cain Velasquez,Travis Browne,2016-07-09,"Las Vegas, Nevada, USA",Red,False,Heavyweight,33.0,Orthodox,198.12,200.66,255.0,0.0,1.0,0.0,3.0,9.0,4.0,7.0,1.0,0.0,23.0,0.0,23.15,0.5,0.15,0.77,0.37,33.0,Orthodox,185.42,195.58,240.0,1.0,0.0,0.0,7.0,11.0,2.0,9.0,0.0,0.0,27.0,6.0,51.38,0.59,0.23,2.54,0.44
Cat Zingano,Julianna Pena,2016-07-09,"Las Vegas, Nevada, USA",Blue,False,Women's Bantamweight,26.0,Orthodox,167.64,175.26,135.0,0.0,3.0,0.0,3.0,3.0,0.0,2.0,0.0,0.0,5.0,1.0,34.67,0.48,1.0,2.0,0.83,34.0,Southpaw,167.64,172.72,145.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,7.0,1.0,25.0,0.5,1.33,1.33,0.67
Daniel Cormier,Anderson Silva,2016-07-09,"Las Vegas, Nevada, USA",Red,False,Light Heavyweight,41.0,Southpaw,187.96,195.58,185.0,4.0,0.0,0.0,16.0,16.0,4.0,11.0,3.0,0.0,49.0,13.0,34.0,0.67,0.3,0.15,0.15,37.0,Orthodox,180.34,182.88,235.0,0.0,2.0,0.0,4.0,6.0,1.0,1.0,2.0,0.0,23.0,3.0,60.29,0.52,0.71,1.57,0.33
Diego Sanchez,Joe Lauzon,2016-07-09,"Las Vegas, Nevada, USA",Blue,False,Lightweight,32.0,Orthodox,177.8,180.34,155.0,1.0,0.0,0.0,3.0,12.0,8.0,3.0,7.0,1.0,39.0,0.0,19.45,0.42,1.3,1.2,0.4,34.0,Southpaw,177.8,182.88,170.0,0.0,1.0,0.0,6.0,15.0,8.0,5.0,0.0,0.0,64.0,2.0,36.13,0.38,0.78,1.22,0.27
Gegard Mousasi,Thiago Santos,2016-07-09,"Las Vegas, Nevada, USA",Red,False,Middleweight,32.0,Orthodox,187.96,193.04,205.0,0.0,4.0,0.0,4.0,5.0,2.0,4.0,0.0,0.0,11.0,0.0,20.29,0.46,0.0,0.14,0.07,30.0,Orthodox,187.96,193.04,185.0,0.0,1.0,0.0,2.0,5.0,3.0,1.0,1.0,0.0,21.0,0.0,39.75,0.49,0.38,0.62,0.25
Jim Miller,Takanori Gomi,2016-07-09,"Las Vegas, Nevada, USA",Red,False,Lightweight,37.0,Southpaw,170.18,177.8,155.0,2.0,0.0,0.0,2.0,4.0,6.0,2.0,0.0,0.0,20.0,0.0,36.4,0.32,0.0,0.1,0.05,32.0,Southpaw,172.72,180.34,155.0,2.0,0.0,0.0,7.0,14.0,8.0,2.0,6.0,0.0,52.0,0.0,26.86,0.36,1.59,1.18,0.42
Johny Hendricks,Kelvin Gastelum,2016-07-09,"Las Vegas, Nevada, USA",Blue,False,Welterweight,24.0,Southpaw,175.26,180.34,185.0,1.0,0.0,0.0,5.0,6.0,2.0,1.0,2.0,0.0,21.0,1.0,41.5,0.43,0.25,1.12,0.4,32.0,Southpaw,175.26,175.26,185.0,1.0,0.0,0.0,6.0,12.0,4.0,5.0,0.0,0.0,43.0,3.0,44.31,0.54,0.38,3.38,0.32
Jose Aldo,Frankie Edgar,2016-07-09,"Las Vegas, Nevada, USA",Red,True,Featherweight,34.0,Orthodox,167.64,172.72,145.0,0.0,5.0,0.0,5.0,14.0,5.0,4.0,2.0,0.0,69.0,7.0,62.47,0.42,0.42,3.21,0.33,29.0,Orthodox,170.18,177.8,145.0,1.0,0.0,0.0,7.0,7.0,1.0,2.0,0.0,0.0,31.0,8.0,53.62,0.4,0.38,1.5,0.3
Miesha Tate,Amanda Nunes,2016-07-09,"Las Vegas, Nevada, USA",Blue,True,Women's Bantamweight,28.0,Orthodox,172.72,175.26,145.0,0.0,3.0,0.0,3.0,5.0,1.0,3.0,1.0,0.0,10.0,0.0,21.17,0.58,0.5,1.0,0.3,29.0,Orthodox,167.64,165.1,135.0,0.0,5.0,0.0,5.0,5.0,2.0,0.0,1.0,0.0,23.0,2.0,35.71,0.46,1.57,1.29,0.23
Sage Northcutt,Enrique Marin,2016-07-09,"Las Vegas, Nevada, USA",Red,False,Lightweight,29.0,Orthodox,177.8,187.96,170.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,27.0,0.28,0.0,1.0,0.33,20.0,Orthodox,182.88,180.34,170.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,5.0,0.0,15.67,0.65,0.33,1.33,0.73
TJ Dillashaw,Raphael Assuncao,2016-07-09,"Las Vegas, Nevada, USA",Red,False,Bantamweight,33.0,Orthodox,165.1,167.64,135.0,0.0,7.0,0.0,7.0,7.0,1.0,1.0,1.0,0.0,20.0,0.0,47.75,0.46,0.25,1.38,0.29,30.0,Orthodox,167.64,170.18,125.0,1.0,0.0,0.0,4.0,8.0,3.0,5.0,1.0,0.0,33.0,5.0,73.09,0.4,1.0,1.36,0.34
Aleksei Oleinik,Daniel Omielanczuk,2016-07-13,"Sioux Falls, South Dakota, USA",Blue,False,Heavyweight,33.0,Southpaw,182.88,187.96,247.0,0.0,2.0,0.0,2.0,3.0,2.0,2.0,0.0,0.0,13.0,0.0,37.4,0.69,0.2,0.6,0.15,39.0,Orthodox,187.96,203.2,240.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,11.5,0.53,0.5,0.5,0.12
Cortney Casey,Cristina Stanciu,2016-07-13,"Sioux Falls, South Dakota, USA",Red,False,Women's Strawweight,22.0,Orthodox,160.02,162.56,115.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,39.0,0.51,2.0,1.0,1.0,29.0,Orthodox,170.18,170.18,115.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,67.5,0.48,0.0,0.0,0.0
Devin Clark,Alex Nicholson,2016-07-13,"Sioux Falls, South Dakota, USA",Blue,False,Middleweight,26.0,Orthodox,193.04,205.74,185.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,16.0,0.31,0.0,0.0,0.0,26.0,Orthodox,182.88,190.5,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Eric Spicely,Sam Alvey,2016-07-13,"Sioux Falls, South Dakota, USA",Blue,False,Middleweight,30.0,Southpaw,187.96,190.5,205.0,2.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,10.0,0.0,21.33,0.56,0.0,0.0,0.0,29.0,Orthodox,185.42,185.42,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Kyle Noke,Keita Nakamura,2016-07-13,"Sioux Falls, South Dakota, USA",Blue,False,Welterweight,32.0,Southpaw,180.34,185.42,170.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0,0.0,15.0,0.0,30.2,0.37,0.6,1.8,0.5,36.0,Southpaw,185.42,193.04,170.0,1.0,0.0,0.0,3.0,6.0,4.0,3.0,2.0,0.0,20.0,0.0,29.7,0.55,0.4,0.9,0.28
Lauren Murphy,Katlyn Chookagian,2016-07-13,"Sioux Falls, South Dakota, USA",Blue,False,Women's Bantamweight,27.0,Orthodox,175.26,172.72,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,32.0,Orthodox,170.18,170.18,125.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,9.0,0.0,63.0,0.52,0.0,1.0,0.18
Louis Smolka,Ben Nguyen,2016-07-13,"Sioux Falls, South Dakota, USA",Red,False,Flyweight,27.0,Switch,165.1,165.1,125.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,19.0,0.53,1.0,0.0,0.0,24.0,Orthodox,175.26,172.72,135.0,0.0,3.0,0.0,3.0,4.0,1.0,1.0,1.0,0.0,14.0,0.0,56.6,0.49,1.6,1.6,0.24
Michael McDonald,John Lineker,2016-07-13,"Sioux Falls, South Dakota, USA",Blue,False,Bantamweight,26.0,Orthodox,160.02,170.18,135.0,0.0,4.0,0.0,4.0,8.0,2.0,4.0,1.0,0.0,23.0,0.0,56.8,0.42,0.6,0.5,0.2,25.0,Orthodox,175.26,177.8,135.0,0.0,1.0,0.0,4.0,6.0,2.0,2.0,2.0,0.0,18.0,1.0,25.25,0.41,0.88,0.75,0.19
Rani Yahya,Matthew Lopez,2016-07-13,"Sioux Falls, South Dakota, USA",Red,False,Bantamweight,29.0,Southpaw,170.18,175.26,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,31.0,Orthodox,167.64,170.18,135.0,0.0,2.0,0.0,3.0,6.0,3.0,0.0,2.0,0.0,22.0,0.0,15.56,0.4,1.44,2.22,0.33
Scott Holtzman,Cody Pfister,2016-07-13,"Sioux Falls, South Dakota, USA",Red,False,Lightweight,26.0,Orthodox,177.8,185.42,155.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,7.0,0.0,10.67,0.38,0.0,2.33,0.57,32.0,Orthodox,175.26,175.26,155.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,6.0,0.0,54.5,0.53,0.5,1.5,0.36
Tim Boetsch,Josh Samman,2016-07-13,"Sioux Falls, South Dakota, USA",Red,False,Middleweight,28.0,Orthodox,190.5,200.66,185.0,1.0,0.0,0.0,3.0,3.0,1.0,2.0,1.0,0.0,8.0,0.0,17.25,0.55,0.25,0.75,0.25,35.0,Orthodox,182.88,187.96,185.0,3.0,0.0,0.0,4.0,9.0,9.0,4.0,0.0,0.0,41.0,0.0,27.11,0.5,0.61,1.06,0.16
Tony Ferguson,Lando Vannata,2016-07-13,"Sioux Falls, South Dakota, USA",Red,False,Lightweight,24.0,Orthodox,175.26,180.34,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,32.0,Orthodox,180.34,193.04,155.0,0.0,7.0,0.0,7.0,10.0,1.0,2.0,4.0,1.0,21.0,1.0,36.27,0.39,0.91,0.55,0.38
Alex Oliveira,James Moontasri,2016-07-23,"Chicago, Illinois, USA",Red,False,Welterweight,28.0,Switch,177.8,180.34,170.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,7.0,0.0,21.0,0.47,0.25,0.0,0.0,28.0,Orthodox,180.34,193.04,170.0,1.0,0.0,0.0,3.0,3.0,2.0,1.0,1.0,0.0,11.0,0.0,19.8,0.38,0.6,1.6,0.18
Darren Elkins,Godofredo Pepey,2016-07-23,"Chicago, Illinois, USA",Red,False,Featherweight,29.0,Orthodox,170.18,185.42,145.0,0.0,3.0,0.0,3.0,4.0,3.0,1.0,2.0,0.0,11.0,1.0,12.71,0.37,0.57,0.14,0.07,32.0,Orthodox,177.8,180.34,145.0,0.0,2.0,0.0,5.0,10.0,4.0,2.0,0.0,0.0,34.0,0.0,35.57,0.3,1.21,2.07,0.34
Edson Barboza,Gilbert Melendez,2016-07-23,"Chicago, Illinois, USA",Red,False,Lightweight,34.0,Orthodox,175.26,185.42,145.0,2.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,13.0,2.0,50.75,0.3,0.0,0.75,0.53,30.0,Orthodox,180.34,190.5,155.0,0.0,1.0,0.0,4.0,11.0,4.0,5.0,0.0,0.0,35.0,0.0,41.4,0.46,0.07,0.4,0.18
Felice Herrig,Kailin Curran,2016-07-23,"Chicago, Illinois, USA",Red,False,Women's Strawweight,25.0,Orthodox,162.56,165.1,115.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,8.0,0.0,43.33,0.47,0.67,2.67,0.83,31.0,Orthodox,162.56,165.1,115.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,5.0,0.0,18.0,0.58,2.0,0.5,0.5
Francis Ngannou,Bojan Mihajlovic,2016-07-23,"Chicago, Illinois, USA",Red,False,Heavyweight,36.0,Orthodox,180.34,185.42,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,29.0,Orthodox,193.04,210.82,250.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,4.0,0.0,30.5,0.48,0.0,0.0,0.0
Frankie Saenz,Eddie Wineland,2016-07-23,"Chicago, Illinois, USA",Blue,False,Bantamweight,32.0,Orthodox,170.18,175.26,135.0,2.0,0.0,0.0,2.0,3.0,5.0,2.0,0.0,0.0,19.0,1.0,38.62,0.26,0.0,0.25,0.17,35.0,Orthodox,167.64,167.64,135.0,1.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,12.0,0.0,64.25,0.47,0.25,2.25,0.36
Holly Holm,Valentina Shevchenko,2016-07-23,"Chicago, Illinois, USA",Blue,False,Women's Bantamweight,28.0,Southpaw,165.1,167.64,125.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,30.0,0.56,0.0,2.5,0.72,34.0,Southpaw,172.72,175.26,145.0,1.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,13.0,2.0,51.5,0.42,0.0,0.5,0.5
Jim Alers,Jason Knight,2016-07-23,"Chicago, Illinois, USA",Blue,False,Featherweight,24.0,Orthodox,177.8,180.34,145.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,28.0,0.66,1.0,0.0,0.0,29.0,Orthodox,175.26,180.34,145.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,7.0,0.0,31.33,0.4,0.33,1.0,0.3
Kamaru Usman,Alexander Yakovlev,2016-07-23,"Chicago, Illinois, USA",Red,False,Welterweight,32.0,Southpaw,190.5,187.96,155.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,10.0,0.0,28.0,0.55,0.0,1.25,0.48,29.0,Switch,182.88,193.04,170.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,5.0,1.0,31.5,0.58,0.5,6.0,0.6
Luis Henrique,Dmitrii Smoliakov,2016-07-23,"Chicago, Illinois, USA",Red,False,Heavyweight,33.0,Switch,187.96,187.96,253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22.0,Orthodox,187.96,187.96,243.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,5.0,0.5,0.0,1.0,0.16
Michel Prazeres,JC Cottrell,2016-07-23,"Chicago, Illinois, USA",Red,False,Lightweight,26.0,Orthodox,175.26,180.34,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,34.0,Orthodox,167.64,170.18,170.0,0.0,1.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,15.0,0.0,27.4,0.43,0.0,3.4,0.28
Anthony Hamilton,Damian Grabowski,2016-07-30,"Atlanta, Georgia, USA",Red,False,Heavyweight,36.0,Orthodox,185.42,190.5,241.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.33,0.0,0.0,0.0,36.0,Orthodox,195.58,193.04,260.0,1.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,10.0,0.0,38.2,0.6,0.0,1.6,0.32
Cesar Arzamendia,Damien Brown,2016-07-30,"Atlanta, Georgia, USA",Blue,False,Lightweight,31.0,Orthodox,177.8,172.72,155.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,15.0,0.6,1.0,1.0,0.33,25.0,Orthodox,180.34,180.34,155.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,16.0,0.34,0.0,3.0,0.75
Francisco Rivera,Erik Perez,2016-07-30,"Atlanta, Georgia, USA",Blue,False,Bantamweight,26.0,Orthodox,172.72,172.72,135.0,0.0,1.0,0.0,3.0,5.0,2.0,2.0,1.0,0.0,14.0,0.0,27.86,0.5,0.14,2.0,0.33,34.0,Orthodox,172.72,172.72,135.0,2.0,0.0,0.0,2.0,4.0,6.0,3.0,0.0,0.0,21.0,0.0,36.6,0.44,0.4,0.7,0.28
Matt Brown,Jake Ellenberger,2016-07-30,"Atlanta, Georgia, USA",Blue,False,Welterweight,31.0,Orthodox,175.26,180.34,170.0,2.0,0.0,0.0,6.0,9.0,7.0,4.0,1.0,1.0,35.0,0.0,21.94,0.39,0.25,1.38,0.42,35.0,Orthodox,182.88,190.5,170.0,1.0,0.0,0.0,7.0,13.0,8.0,9.0,2.0,0.0,49.0,0.0,34.95,0.57,1.1,1.1,0.42
Nikita Krylov,Ed Herman,2016-07-30,"Atlanta, Georgia, USA",Red,False,Light Heavyweight,35.0,Orthodox,185.42,195.58,205.0,0.0,1.0,0.0,3.0,10.0,8.0,3.0,4.0,0.0,39.0,1.0,27.22,0.5,0.72,1.67,0.44,24.0,Orthodox,190.5,195.58,205.0,0.0,4.0,0.0,4.0,5.0,2.0,2.0,3.0,0.0,10.0,0.0,27.29,0.62,0.71,0.0,0.0
Robbie Lawler,Tyron Woodley,2016-07-30,"Atlanta, Georgia, USA",Blue,True,Welterweight,34.0,Orthodox,175.26,187.96,170.0,0.0,2.0,0.0,2.0,5.0,2.0,4.0,0.0,0.0,14.0,0.0,25.29,0.55,0.0,0.43,0.14,34.0,Southpaw,180.34,187.96,170.0,0.0,5.0,0.0,5.0,12.0,4.0,6.0,0.0,0.0,48.0,4.0,51.12,0.46,0.0,1.0,0.41
Rose Namajunas,Karolina Kowalkiewicz,2016-07-30,"Atlanta, Georgia, USA",Blue,False,Women's Strawweight,30.0,Orthodox,160.02,162.56,115.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,92.5,0.42,0.0,0.0,0.0,24.0,Orthodox,165.1,165.1,115.0,0.0,3.0,0.0,3.0,3.0,1.0,0.0,2.0,0.0,12.0,1.0,36.0,0.41,1.25,3.0,0.66
Ross Pearson,Jorge Masvidal,2016-07-30,"Atlanta, Georgia, USA",Blue,False,Welterweight,31.0,Orthodox,180.34,187.96,170.0,2.0,0.0,0.0,3.0,6.0,4.0,1.0,1.0,0.0,29.0,0.0,52.1,0.5,0.7,1.4,0.4,31.0,Orthodox,172.72,175.26,155.0,1.0,0.0,0.0,3.0,11.0,9.0,4.0,0.0,1.0,51.0,1.0,41.85,0.42,0.0,0.65,0.35
Ryan Benoit,Fredy Serrano,2016-07-30,"Atlanta, Georgia, USA",Red,False,Flyweight,36.0,Orthodox,160.02,165.1,125.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,11.5,0.4,0.0,1.5,0.38,26.0,Orthodox,165.1,172.72,125.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,15.67,0.25,0.33,0.33,0.33
Wilson Reis,Hector Sandoval,2016-07-30,"Atlanta, Georgia, USA",Red,False,Flyweight,30.0,Orthodox,157.48,162.56,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,31.0,Southpaw,162.56,165.1,125.0,0.0,1.0,0.0,2.0,4.0,2.0,0.0,1.0,0.0,16.0,0.0,27.83,0.37,0.33,4.33,0.44
Chase Sherman,Justin Ledet,2016-08-06,"Salt Lake City, Utah, USA",Blue,False,Heavyweight,27.0,Orthodox,193.04,203.2,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,26.0,Orthodox,193.04,198.12,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Court McGee,Dominique Steele,2016-08-06,"Salt Lake City, Utah, USA",Red,False,Welterweight,28.0,Orthodox,177.8,187.96,170.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,24.0,0.68,0.0,3.33,0.47,31.0,Orthodox,180.34,190.5,170.0,1.0,0.0,0.0,3.0,6.0,4.0,0.0,2.0,0.0,27.0,1.0,71.1,0.37,0.5,1.8,0.28
Cub Swanson,Tatsuya Kawajiri,2016-08-06,"Salt Lake City, Utah, USA",Red,False,Featherweight,38.0,Orthodox,170.18,175.26,145.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,1.0,0.0,14.0,0.0,22.6,0.6,0.4,3.0,0.32,32.0,Orthodox,172.72,177.8,145.0,0.0,1.0,0.0,6.0,7.0,3.0,4.0,0.0,0.0,29.0,0.0,47.2,0.45,0.1,0.6,0.4
David Teymur,Jason Novelli,2016-08-06,"Salt Lake City, Utah, USA",Red,False,Lightweight,37.0,Orthodox,182.88,190.5,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,27.0,Southpaw,175.26,185.42,155.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,38.0,0.61,0.0,1.0,1.0
Dennis Bermudez,Rony Jason,2016-08-06,"Salt Lake City, Utah, USA",Red,False,Featherweight,32.0,Orthodox,170.18,177.8,145.0,2.0,0.0,0.0,3.0,4.0,3.0,2.0,1.0,0.0,12.0,1.0,18.29,0.5,0.57,0.43,0.19,29.0,Orthodox,167.64,167.64,155.0,0.0,1.0,0.0,7.0,8.0,3.0,1.0,2.0,0.0,26.0,1.0,47.73,0.44,1.09,3.0,0.46
Maryna Moroz,Danielle Taylor,2016-08-06,"Salt Lake City, Utah, USA",Red,False,Women's Strawweight,26.0,Orthodox,152.4,152.4,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24.0,Orthodox,170.18,170.18,125.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,7.0,0.0,34.0,0.37,0.67,0.33,0.11
Santiago Ponzinibbio,Zak Cummings,2016-08-06,"Salt Lake City, Utah, USA",Red,False,Welterweight,32.0,Southpaw,182.88,190.5,185.0,0.0,2.0,0.0,2.0,4.0,1.0,1.0,1.0,0.0,10.0,0.0,24.2,0.37,0.6,1.2,0.4,29.0,Orthodox,182.88,185.42,170.0,0.0,2.0,0.0,2.0,4.0,2.0,3.0,0.0,0.0,11.0,0.0,34.0,0.41,0.0,0.17,0.06
Teruto Ishihara,Horacio Gutierrez,2016-08-06,"Salt Lake City, Utah, USA",Red,False,Featherweight,25.0,Orthodox,177.8,175.26,145.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,10.0,0.26,0.0,0.0,0.0,25.0,Southpaw,170.18,175.26,135.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,0.0,57.5,0.52,0.0,0.0,0.0
Thales Leites,Chris Camozzi,2016-08-06,"Salt Lake City, Utah, USA",Red,False,Middleweight,29.0,Orthodox,187.96,193.04,185.0,0.0,3.0,0.0,4.0,9.0,7.0,1.0,1.0,1.0,40.0,0.0,45.38,0.48,0.38,0.25,0.11,34.0,Orthodox,185.42,198.12,185.0,2.0,0.0,0.0,5.0,10.0,5.0,2.0,4.0,0.0,39.0,1.0,24.87,0.39,1.0,1.67,0.3
Trevor Smith,Joseph Gigliotti,2016-08-06,"Salt Lake City, Utah, USA",Red,False,Middleweight,22.0,Orthodox,180.34,175.26,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,35.0,Orthodox,190.5,190.5,185.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,14.0,0.0,40.33,0.56,0.67,0.83,0.18
Viktor Pesta,Marcin Tybura,2016-08-06,"Salt Lake City, Utah, USA",Blue,False,Heavyweight,30.0,Orthodox,190.5,198.12,249.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,48.0,0.47,0.0,1.0,0.33,26.0,Orthodox,190.5,195.58,240.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,9.0,0.0,23.0,0.5,0.0,3.33,0.26
Yair Rodriguez,Alex Caceres,2016-08-06,"Salt Lake City, Utah, USA",Red,False,Featherweight,28.0,Southpaw,177.8,185.42,145.0,0.0,2.0,0.0,2.0,7.0,7.0,0.0,2.0,0.0,36.0,0.0,46.36,0.47,0.86,0.57,0.24,23.0,Orthodox,180.34,180.34,145.0,0.0,4.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,11.0,1.0,41.75,0.48,1.75,1.75,0.64
Alberto Uda,Marvin Vettori,2016-08-20,"Las Vegas, Nevada, USA",Blue,False,Middleweight,22.0,Southpaw,182.88,187.96,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,32.0,Orthodox,190.5,195.58,185.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,15.0,0.55,0.0,1.0,0.5
Anthony Johnson,Glover Teixeira,2016-08-20,"Las Vegas, Nevada, USA",Red,False,Light Heavyweight,36.0,Orthodox,187.96,193.04,205.0,0.0,3.0,0.0,5.0,8.0,2.0,3.0,3.0,1.0,22.0,1.0,38.1,0.46,0.4,1.5,0.33,32.0,Orthodox,187.96,198.12,205.0,0.0,2.0,0.0,3.0,12.0,5.0,10.0,0.0,0.0,30.0,1.0,20.88,0.51,0.29,1.06,0.29
Artem Lobov,Chris Avila,2016-08-20,"Las Vegas, Nevada, USA",Red,False,Featherweight,23.0,Orthodox,177.8,182.88,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,30.0,Southpaw,175.26,165.1,145.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,1.0,12.5,0.2,0.0,0.0,0.0
